transaction_info,merchant_name,Category,Predicted_Category
G B MINI MART           Chase ValleyZAZA,GiftCentral Card Issuer (POS),Banking,Banking
POSTNET PINETOWN        PINETOWN    KNZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC Middelburg Co68384  Middelburg  ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Foschini Mossel Mall    WC          WCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
OLD KHAKI BROOKLYN- DE  PRETORIA    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
SALOOJEES               Roodepoort  ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ANAT                    RANDBURG    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*Groveendsuperette   Durban      NLZA,GiftCentral Card Issuer (POS),Tourism,Tourism
STEVE BRAAI CORNER PTY  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ATOMIC PHARMACY  10737  ORKNEY      NWZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
PEP 0537 Orkney         NW          NWZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
BP Tall Tree SS         CPT         KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *ThesisOpenKitc  Soweto      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SuperSpar Harding       KZ          KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MR PRICE HARDING CORNE  KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*FAMILYMARKETL       KLERKSDORP  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*SNOWBREAKTRADING    midrand     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
AE Hutten Heights       Forecourt   WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LAERSKOOL KATHU UNIFOR  MKATHU       FZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*Chukucha Tuck Sh    Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
AE SINOVILLE            SINOVILLE   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
iK *Kungathi Enterpris  LINK HILLS  KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DEO GLORIA VLEISMARK -  PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Sylvias Cateri  Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MTN STORE MTHATHA PLAZ  AMTHATHA     EZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
PRESIDENT HOTEL         BANTRY BAY  WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
HELDERKRUIN SUPERMARKE  Roodepoort  ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
WELLINGTON PET SHO8049  WELLINGTON  WCZA,GiftCentral Card Issuer (POS),Pharmacy,Pharmacy
Italio Pizza Olympus    PRETORIA    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
ALDO VAAL MALL          BRYANSTON   ECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HPY*SQUAREHILL MINI MA  CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BERTHAS RESTAURANT      UN          WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Boulders Penguin Sanct  Fish Hoek   ZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Vuwani Spar             Limpopo     LPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
JUMBOS CRICKET          Port ElizabeZAZA,GiftCentral Card Issuer (POS),Transportation,Transportation
Jimbos Bredenkamp       Northern CapNCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
THE MEATSMITH QUEENSWO  QUEENSWOOD  GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BK Kenilworth Dt        Western CapeWCZA,GiftCentral Card Issuer (POS),Banking,Banking
CRAZY STORE CENTURION    CENTURION   GZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
iK *Kara Nichhas North  PIETERMARITZKZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Penguin Beach   Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Out Of Africa Hout Bay  Hout Bay    ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ENKOSI AFRICA           Simons Town ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *Mario           Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP 6718 Kwamhlanga     MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CHICKEN LICKEN MOLOTO   BRONKHORSTSPGPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MR PRICE PHOLO PARK     MP          MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MrPriceS Grootfontein   FS          FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
GLAMOUR MAGIC FLORIDA   FLORIDA     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LIQUOR MAN               FLORIDA     WZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
XPRESSO CAFE SHELLY BE  Shelly BeachZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PnP Clt Shelly Beach    Margate     KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
VODACOM SHOP SHELLY BE  MARGATE     ZNZA,GiftCentral Card Issuer (POS),Technology,Technology
CCN*Mike Supermark25    Orlando     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
TIGERS EYE RETAILERS    Simons Town ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HOSPICE STEEN           RUSTENBURG  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ABEDA BEGUM TRADING PT  Springs     ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
EJ SUPERMARKET - NEWLA  SPRINGS     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OVERLAND FOOD           North West  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BAKEHOUSE - NEWLANDS    PRETORIA    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Mmabatho motor  Vereeniging GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
IKH*Amos Cafe           SEBOKENG    GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*Tide shop           JohannesburgGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CHICKEN LICKEN DUNDEE   PEACEVALE   KNZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
GREY OWL LIQUOR         CENTURION   GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
HPY*MiHa                Sandton     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *Imbo Craft and  Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
UNISON - NEWLANDS       MOUNT EDGECOGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LiquorShop Kwamnyandu   SB083492    KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MERCY KANINI CURIOS     Cape Town   ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
TIGERS EYE RETAIL       Simons Town ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
WOOLWORTHS              NowNow Da LuWCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
S2S*IslamSuperCash      BloemfonteinFSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*SiweleleCashStore   BloemfonteinFSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MCD Bloemfontein (0441  BloemfonteinFSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
QUEENS CONVENIENCE CEN   QUEENSTOWN  EZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HPY*MAIN ROAD DELI SUP  CENTURION   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*My Favorite Sto     Tembisa     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SIMJEES CONVENIENCE CE  CLARE ESTATEKZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ENGEN SAWMILL           Tokai       ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Dage shop           West rand   GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Fort knocks tr  Vosloorus   GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
GILYS FROZEN FOODS      EAST LONDON ECZA,GiftCentral Card Issuer (POS),Tourism,Tourism
LA PARADA WATERFALL CO  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
TURN N TENDER MIDSTREA  Halfway HousZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Dvine Food      Polokwane   LPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
COTTON ON ATTERBURY VA  PRETORIA    WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CCN*Ducks Tuckshop      Ntuzuma     KZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*4Way Tuckshop       Rustenburg  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
AE BUFFELSPOORT         Marikana    ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Duka                Rustenburg  NWZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Hungry Lion Brittania  WKwazulu NataKZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MAMA'S VETKOEK DEN      Kempton ParkZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CCN*Mamo Bless Tuck1    Tembisa     GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *BKM Mid high t  Roodepoort  GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Dawn park sm        Vosloorus   GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
MrPriceS 10878 Hobart   JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
CACAO CHOCOLATE BAR     Umhlanga RocZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Yoco   *Aaptwak Privat  Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
COTTON ON KIDS SANDTON  JOHANNESBURGGPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *Cafe Frenchie   capetown    WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
Starbucks FX Drake      Western CapeWCZA,GiftCentral Card Issuer (POS),Banking,Banking
HPY*Goldleaf2           Paarl       WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BP Bara                 JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PEP HOME 5827 ALBERTON  GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *Curio Shop      Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *MBK Curios      Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OASIS WATER KENAKO MAL  NEW BRIGHTONECZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
BP Broadacres           JHB         GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
HPY*FM TUCK SHOP        Pretoria EerGPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Y081 - LGT Uitenhage C BPIETERMARITZKZZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
DEBONAIRS STEERS HATF   HATFIELD      ZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
iK *Dr Matilda Aesthet  HALFWAY HOUSGPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KUNGFU PANDA CHINESE R EMIDDELBURG  MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
IKH*Angel's Styles Bea  MPUMALANGA  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OVERLAND KLERKSDORP     Klerksdorp  ZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
USave Heidelberg 2      SB056352    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ROOTS BUTCHERY THOKOZA  Gauteng     GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
SheetStreet MIDDELBURG  CPT         WPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ROMANS PIZZA            UN          KZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
UITKYK VLEISMARK COB -  PRETORIA    PTZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Helo Melo Coff  Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *Food Bar  Dess  Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
S2S*MutualParkSup       CapeTown    WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Yoco   *The Grill Meis  Cape Town   WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
S2S*EmakhuslzeniSu      Soweto      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
CCN*Robot Spaza9        Buffalo FlatECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MEDIRITE AMALINDA        EAST LONDON EZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Sterns Vereeninging 1   JHB         GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
HPY*Male Ego barbersho  Plettenberg WCZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
GREAT NORTH HIGHWAY RE  HammanskraalZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MADADENI BOTTLE STORE   Madadeni    ZAZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
IKH*Coleen Patricia Ba  CAPE TOWN   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
OLD KHAKI GREENSTONE -  EDENVALE    GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
KFC ATHO10000000175633  JohannesburgZAZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KWIKSPAR MOOILAAN        KRIEL       NZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
AE ON OKAVANGO          KRAAIFONTEINWCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
CALTEX WINDERMERE FC    DURBAN      KZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
KWA TEMA BAKERY - NEWL  BRAKPAN     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
CSB Protea Glen         Soweto      GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
ABRAHAM SE WINKEL        FLEURDAL    OZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
LDK RESTAURANT   13599  THABONG     FSZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
LDK BUTCHERY     13604  THABONG     FSZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC FC ROODEPOORT K     Gauteng     GPZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
KwikSpar Belladonna 1   Mpumalanga  MPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
HUQE SUPERMARKET        BECKGRY     NCZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
ANS HOMEVALE            Springbok   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
IRENEPARK MOTORS         KLERKSDORP  WZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Yoco   *AR Gani         Middelburg  MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
BP MHLUZI               Middelburg  ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
ZANDFONTEIN VLEISMARK   Pretoria WesZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP 0136 Kimberley      FS          FSZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Humansdorp Butchery Re  Eastern CapeECZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
SUPERSPAR PARKLANE      PietermaritzZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
S2S*Diep River Cafe     Cape Town   WCZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
iK *Simply Licious Sna  DURBAN NORTHKZZA,GiftCentral Card Issuer (POS),Tourism,Tourism
BOKSBURG MEAT WORLD     BOKSBURG    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
GONUBIE BUTCHERY        Gonubie     ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Truworths 1364          GP          GPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Yoco   *BOA             Cape Town   WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
Miladys Table Bay Mall  WC          WCZA,GiftCentral Card Issuer (POS),Tourism,Tourism
DIJONG EXTREME PARK     Diepkloof ZoZAZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PEP 0503 Sibasa         LP          LPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Boxer Spr Sibasa        Sibasa      LPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
MONYAS RESTAURA  13478  TZANEEN     LPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
Truworths 0116          MP          MPZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
Hungry Lion Uitenhage  MEastern CapeECZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
PEP 6598 Brookside      KZ          KZZA,GiftCentral Card Issuer (POS),Retail Stores,Retail Stores
COJ METROBUS GANDHI SQ URANDBURG    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
GOLDEN HIGHWAY CONVEN   SEBOKENG    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
PRESS CLUB              Umhlanga RocZAZA,GiftCentral Card Issuer (POS),Healthcare,Healthcare
CCN*supersaver no 3     Pretoria    GPZA,GiftCentral Card Issuer (POS),Tourism,Tourism
AE AUDENSBERG           Worcester   ZAZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
MrPriceS Garsfontein    CPT         WPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
KFC Siba Davenport Kio  KwaZulu NataKZZA,GiftCentral Card Issuer (POS),Restaurants,Restaurants
MM OK Foods President   SB092627    GPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
EL CORRO MOTORS          VALERIEDENE WZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
PRIMA SKRYFBEHOEFT2986  KRIEL       MPZA,GiftCentral Card Issuer (POS),Educational Institutions,Educational Institutions
